Nome Estacão,Data,Humidade relativa média diária (%),Precipitação diária (mm),Temperatura do ar média diária (°C),Velocidade do vento média diária (m/s),Distrito
VILA NOVA DE CERVEIRA,13/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/09/1992 09:00,,3.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/09/1992 09:00,,11.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/09/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/09/1992 09:00,,19.4,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/09/1992 09:00,,123.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/09/1992 09:00,,29.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/09/1992 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/09/1992 09:00,,40.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/09/1992 09:00,,18.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/10/1992 09:00,,5.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/10/1992 09:00,,9.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/10/1992 09:00,,4.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/10/1992 09:00,,1.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/10/1992 09:00,,5.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/10/1992 09:00,,2.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/10/1992 09:00,,5.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/10/1992 09:00,,22.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/10/1992 09:00,,26.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/10/1992 09:00,,28.3,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/10/1992 09:00,,10.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,31/10/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/11/1992 09:00,,4.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/11/1992 09:00,,5.9,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/11/1992 09:00,,4.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/11/1992 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/11/1992 09:00,,8.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/11/1992 09:00,,4.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/11/1992 09:00,,2.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/11/1992 09:00,,23.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/11/1992 09:00,,6.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/11/1992 09:00,,4.3,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/11/1992 09:00,,8.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/11/1992 09:00,,0.4,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/11/1992 09:00,,2.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/11/1992 09:00,,18.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/11/1992 09:00,,4.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/11/1992 09:00,,1.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/11/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/12/1992 09:00,,18.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/12/1992 09:00,,10.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/12/1992 09:00,,21.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/12/1992 09:00,,24.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/12/1992 09:00,,34.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/12/1992 09:00,,32.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/12/1992 09:00,,37.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/12/1992 09:00,,2.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/12/1992 09:00,,2.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/12/1992 09:00,,42.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/12/1992 09:00,,12.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/12/1992 09:00,,1.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/12/1992 09:00,,1.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/12/1992 09:00,,1.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/12/1992 09:00,,0.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,31/12/1992 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/01/1993 09:00,,0.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/01/1993 09:00,,6.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/01/1993 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/01/1993 09:00,,45.4,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/01/1993 09:00,,6.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/01/1993 09:00,,14.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/01/1993 09:00,,15.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/01/1993 09:00,,0.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,31/01/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/02/1993 09:00,,4.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/02/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/02/1993 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/02/1993 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/03/1993 09:00,,0.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/03/1993 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/03/1993 09:00,,4.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/03/1993 09:00,,28.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/03/1993 09:00,,1.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/03/1993 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/03/1993 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/03/1993 09:00,,4.4,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/03/1993 09:00,,4.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/03/1993 09:00,,1.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/03/1993 09:00,,0.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,31/03/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/04/1993 09:00,,13.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/04/1993 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/04/1993 09:00,,8.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/04/1993 09:00,,5.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/04/1993 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/04/1993 09:00,,1.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/04/1993 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/04/1993 09:00,,0.9,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/04/1993 09:00,,7.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/04/1993 09:00,,15.4,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/04/1993 09:00,,34.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/04/1993 09:00,,30.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/04/1993 09:00,,10.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/04/1993 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/04/1993 09:00,,1.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/04/1993 09:00,,24.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/04/1993 09:00,,25.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/04/1993 09:00,,9.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/04/1993 09:00,,1.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/04/1993 09:00,,8.9,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/04/1993 09:00,,1.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/04/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/04/1993 09:00,,6.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/05/1993 09:00,,12.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/05/1993 09:00,,17.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/05/1993 09:00,,0.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/05/1993 09:00,,2.3,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/05/1993 09:00,,27.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/05/1993 09:00,,3.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/05/1993 09:00,,14.7,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/05/1993 09:00,,0.3,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/05/1993 09:00,,1.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/05/1993 09:00,,33.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/05/1993 09:00,,15.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/05/1993 09:00,,5.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/05/1993 09:00,,15.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/05/1993 09:00,,11.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/05/1993 09:00,,11.9,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/05/1993 09:00,,31.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/05/1993 09:00,,2.2,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/05/1993 09:00,,14.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/05/1993 09:00,,15.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/05/1993 09:00,,0.3,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/05/1993 09:00,,35.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/05/1993 09:00,,17.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,31/05/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/06/1993 09:00,,3.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/06/1993 09:00,,1.9,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/06/1993 09:00,,3.3,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/06/1993 09:00,,14.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/06/1993 09:00,,3.6,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/06/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,26/06/1993 09:00,,0.1,,,Viana do Castelo
VILA NOVA DE CERVEIRA,27/06/1993 09:00,,0.8,,,Viana do Castelo
VILA NOVA DE CERVEIRA,28/06/1993 09:00,,10.4,,,Viana do Castelo
VILA NOVA DE CERVEIRA,29/06/1993 09:00,,10.5,,,Viana do Castelo
VILA NOVA DE CERVEIRA,30/06/1993 09:00,,2.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,01/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,02/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,03/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,04/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,05/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,06/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,07/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,08/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,09/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,10/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,11/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,12/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,13/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,14/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,15/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,16/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,17/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,18/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,19/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,20/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,21/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,22/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,23/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,24/07/1993 09:00,,0.0,,,Viana do Castelo
VILA NOVA DE CERVEIRA,25/07/1993 09:00,,0.0,,,Viana do Castelo
